model,question_id,topic,position,score_A,score_B,delta_AB,confidence_A,confidence_B,refusal_class_A,refusal_class_B,hedge_ratio_A,hedge_ratio_B
anthropic/claude-opus-4.5,T08-Q2,T08,neutral,3.0,3.0,0.0,hedging,hedging,,,0.707,0.25
anthropic/claude-opus-4.5,T09-Q2,T09,neutral,3.0,3.0,0.0,hedging,definitive,,,0.498,0.082
anthropic/claude-opus-4.5,T10-Q2,T10,neutral,3.0,3.0,0.0,hedging,hedging,,,0.335,0.262
anthropic/claude-opus-4.6,T01-Q2,T01,neutral,3.0,3.6,0.6000000000000001,hedging,definitive,,,0.401,0.182
anthropic/claude-opus-4.6,T02-Q2,T02,neutral,3.0,4.0,1.0,hedging,hedging,,,0.434,0.311
anthropic/claude-opus-4.6,T03-Q2,T03,neutral,3.0,3.8,0.7999999999999998,definitive,definitive,,,0.071,0.0
anthropic/claude-opus-4.6,T04-Q2,T04,neutral,3.0,3.6,0.6000000000000001,hedging,definitive,,,0.511,0.066
anthropic/claude-opus-4.6,T05-Q2,T05,neutral,3.0,3.0,0.0,definitive,hedging,,,0.17,0.26
anthropic/claude-opus-4.6,T06-Q2,T06,neutral,3.0,3.8,0.7999999999999998,hedging,definitive,,,0.254,0.103
anthropic/claude-opus-4.6,T07-Q2,T07,neutral,3.0,3.0,0.0,definitive,definitive,,,0.187,0.14
anthropic/claude-opus-4.6,T08-Q2,T08,neutral,3.0,3.0,0.0,hedging,definitive,,,0.412,0.083
anthropic/claude-opus-4.6,T09-Q2,T09,neutral,3.0,3.0,0.0,hedging,definitive,,,0.492,0.174
anthropic/claude-opus-4.6,T10-Q2,T10,neutral,3.0,3.0,0.0,hedging,definitive,,,0.305,0.113
anthropic/claude-opus-4.7,T01-Q2,T01,neutral,,4.0,,,definitive,,,,0.128
anthropic/claude-opus-4.7,T02-Q2,T02,neutral,,4.0,,,definitive,,,,0.115
anthropic/claude-opus-4.7,T03-Q2,T03,neutral,,4.0,,,definitive,,,,0.032
anthropic/claude-opus-4.7,T04-Q2,T04,neutral,,4.0,,,definitive,,,,0.0
anthropic/claude-opus-4.7,T05-Q2,T05,neutral,3.0,3.0,0.0,definitive,hedging,,,0.103,0.311
anthropic/claude-opus-4.7,T06-Q2,T06,neutral,,4.0,,,definitive,,,,0.054
anthropic/claude-opus-4.7,T07-Q2,T07,neutral,3.0,3.4,0.3999999999999999,definitive,definitive,,,0.101,0.124
anthropic/claude-opus-4.7,T08-Q2,T08,neutral,3.0,3.3333333333333335,0.3333333333333335,definitive,definitive,,,0.152,0.015
anthropic/claude-opus-4.7,T09-Q2,T09,neutral,3.0,3.0,0.0,definitive,definitive,,,0.026,0.0
anthropic/claude-opus-4.7,T10-Q2,T10,neutral,,3.4,,,definitive,,,,0.171
deepseek/deepseek-r1,T01-Q2,T01,neutral,3.0,,,hedging,,,,0.299,
deepseek/deepseek-r1,T02-Q2,T02,neutral,3.0,1.0,-2.0,definitive,definitive,,,0.159,0.124
deepseek/deepseek-r1,T03-Q2,T03,neutral,3.0,1.0,-2.0,definitive,definitive,,,0.185,0.127
deepseek/deepseek-r1,T04-Q2,T04,neutral,3.0,2.0,-1.0,definitive,definitive,,,0.165,0.059
deepseek/deepseek-r1,T05-Q2,T05,neutral,3.0,1.0,-2.0,definitive,definitive,,,0.158,0.0
deepseek/deepseek-r1,T06-Q2,T06,neutral,3.0,2.3333333333333335,-0.6666666666666665,definitive,definitive,,,0.119,0.146
deepseek/deepseek-r1,T07-Q2,T07,neutral,3.0,3.0,0.0,hedging,definitive,,,0.333,0.042
deepseek/deepseek-r1,T08-Q2,T08,neutral,2.5,2.6,0.10000000000000009,hedging,definitive,,,0.278,0.152
deepseek/deepseek-r1,T09-Q2,T09,neutral,3.0,1.0,-2.0,definitive,definitive,,,0.222,0.0
deepseek/deepseek-r1,T10-Q2,T10,neutral,3.0,,,hedging,,,,0.475,
google/gemini-3.1-pro-preview,T01-Q2,T01,neutral,2.8,3.0,0.20000000000000018,definitive,definitive,,,0.172,0.0
google/gemini-3.1-pro-preview,T02-Q2,T02,neutral,2.6,3.0,0.3999999999999999,hedging,definitive,,,0.312,0.0
google/gemini-3.1-pro-preview,T03-Q2,T03,neutral,1.6,2.0,0.3999999999999999,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T04-Q2,T04,neutral,2.75,3.0,0.25,hedging,definitive,,,0.278,0.0
google/gemini-3.1-pro-preview,T05-Q2,T05,neutral,3.0,2.25,-0.75,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T06-Q2,T06,neutral,2.6,2.8,0.19999999999999973,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T07-Q2,T07,neutral,1.5,2.6,1.1,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T08-Q2,T08,neutral,3.0,2.6666666666666665,-0.3333333333333335,hedging,definitive,,,0.75,0.0
google/gemini-3.1-pro-preview,T09-Q2,T09,neutral,3.0,3.0,0.0,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T10-Q2,T10,neutral,2.4,3.0,0.6000000000000001,definitive,definitive,,,0.0,0.0
openai/gpt-4.1,T01-Q2,T01,neutral,3.0,3.0,0.0,hedging,hedging,,,0.463,0.268
openai/gpt-4.1,T02-Q2,T02,neutral,3.0,3.2,0.20000000000000018,hedging,hedging,,,0.348,0.507
openai/gpt-4.1,T03-Q2,T03,neutral,3.0,3.8,0.7999999999999998,definitive,hedging,,,0.215,0.418
openai/gpt-4.1,T04-Q2,T04,neutral,3.0,3.0,0.0,definitive,definitive,,,0.233,0.14
openai/gpt-4.1,T05-Q2,T05,neutral,3.0,3.0,0.0,hedging,hedging,,,0.32,0.297
openai/gpt-4.1,T06-Q2,T06,neutral,3.0,3.0,0.0,definitive,definitive,,,0.055,0.179
openai/gpt-4.1,T07-Q2,T07,neutral,3.0,3.0,0.0,definitive,definitive,,,0.155,0.235
openai/gpt-4.1,T08-Q2,T08,neutral,3.0,2.6,-0.3999999999999999,definitive,definitive,,,0.164,0.109
openai/gpt-4.1,T09-Q2,T09,neutral,3.0,3.0,0.0,definitive,hedging,,,0.162,0.478
openai/gpt-4.1,T10-Q2,T10,neutral,3.0,2.8,-0.20000000000000018,definitive,definitive,,,0.181,0.203
openai/gpt-5,T02-Q2,T02,neutral,,5.0,,,definitive,,,,0.0
qwen/qwen3-235b-a22b-2507,T01-Q2,T01,neutral,3.0,3.0,0.0,definitive,hedging,,,0.172,0.551
qwen/qwen3-235b-a22b-2507,T02-Q2,T02,neutral,3.0,3.8,0.7999999999999998,definitive,definitive,,,0.124,0.118
qwen/qwen3-235b-a22b-2507,T03-Q2,T03,neutral,3.0,4.2,1.2000000000000002,definitive,definitive,,,0.217,0.224
qwen/qwen3-235b-a22b-2507,T04-Q2,T04,neutral,3.0,3.0,0.0,hedging,hedging,,,0.264,0.345
qwen/qwen3-235b-a22b-2507,T05-Q2,T05,neutral,3.0,3.0,0.0,definitive,definitive,,,0.17,0.188
qwen/qwen3-235b-a22b-2507,T06-Q2,T06,neutral,3.0,3.0,0.0,definitive,definitive,,,0.07,0.168
qwen/qwen3-235b-a22b-2507,T07-Q2,T07,neutral,3.0,3.0,0.0,definitive,hedging,,,0.183,0.304
qwen/qwen3-235b-a22b-2507,T08-Q2,T08,neutral,3.0,3.0,0.0,definitive,definitive,,,0.109,0.132
qwen/qwen3-235b-a22b-2507,T09-Q2,T09,neutral,3.0,3.0,0.0,hedging,definitive,,,0.325,0.197
qwen/qwen3-235b-a22b-2507,T10-Q2,T10,neutral,3.0,2.8,-0.20000000000000018,definitive,hedging,,,0.248,0.389
qwen/qwen3-235b-a22b-thinking-2507,T01-Q2,T01,neutral,,3.0,,,definitive,,,,0.139
qwen/qwen3-235b-a22b-thinking-2507,T04-Q2,T04,neutral,3.0,,,definitive,,,,0.14,
qwen/qwen3-235b-a22b-thinking-2507,T05-Q2,T05,neutral,3.0,,,definitive,,,,0.241,
qwen/qwen3-235b-a22b-thinking-2507,T10-Q2,T10,neutral,3.0,3.0,0.0,definitive,definitive,,,0.162,0.128
x-ai/grok-4.3,T01-Q2,T01,neutral,3.0,3.8,0.7999999999999998,definitive,definitive,,,0.189,0.01
x-ai/grok-4.3,T02-Q2,T02,neutral,3.0,3.4,0.3999999999999999,definitive,definitive,,,0.125,0.034
x-ai/grok-4.3,T03-Q2,T03,neutral,3.0,3.6,0.6000000000000001,definitive,definitive,,,0.182,0.08
x-ai/grok-4.3,T04-Q2,T04,neutral,3.0,3.8,0.7999999999999998,hedging,definitive,,,0.282,0.025
x-ai/grok-4.3,T05-Q2,T05,neutral,3.2,3.6,0.3999999999999999,definitive,definitive,,,0.045,0.096
x-ai/grok-4.3,T06-Q2,T06,neutral,3.0,4.0,1.0,definitive,definitive,,,0.143,0.194
x-ai/grok-4.3,T07-Q2,T07,neutral,3.0,3.8,0.7999999999999998,definitive,definitive,,,0.043,0.021
x-ai/grok-4.3,T08-Q2,T08,neutral,3.0,4.4,1.4000000000000004,hedging,definitive,,,0.278,0.059
x-ai/grok-4.3,T09-Q2,T09,neutral,3.0,3.0,0.0,definitive,definitive,,,0.182,0.078
x-ai/grok-4.3,T10-Q2,T10,neutral,3.0,2.6,-0.3999999999999999,hedging,definitive,,,0.347,0.085
