model,question_id,topic,position,score_A,score_B,delta_AB,confidence_A,confidence_B,refusal_class_A,refusal_class_B,hedge_ratio_A,hedge_ratio_B
google/gemma-2-27b-it,T03-Q2,T03,neutral,3,3,0,hedging,hedging,,,0.459,0.439
google/gemma-2-27b-it,T03-Q4,T03,reversed,3,3,0,definitive,definitive,,,0.245,0.121
google/gemma-2-27b-it,T04-Q2,T04,neutral,3,3,0,hedging,definitive,,,0.351,0.249
google/gemma-2-27b-it,T04-Q4,T04,reversed,3,3,0,hedging,hedging,,,0.38,0.269
google/gemma-2-27b-it,T05-Q2,T05,neutral,3,3,0,hedging,hedging,,,0.338,0.251
google/gemma-2-27b-it,T05-Q4,T05,reversed,3,3,0,hedging,hedging,,,0.457,0.42
google/gemma-2-27b-it,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.186,0.079
google/gemma-2-27b-it,T06-Q4,T06,reversed,3,3,0,definitive,definitive,,,0.072,0.137
google/gemma-2-27b-it,T07-Q2,T07,neutral,3,3,0,hedging,definitive,,,0.327,0.123
google/gemma-2-27b-it,T07-Q4,T07,reversed,3,3,0,hedging,hedging,,,0.347,0.398
google/gemma-2-27b-it,T08-Q2,T08,neutral,3,3,0,hedging,refusing-then-answering,,recovery,0.352,0.275
google/gemma-2-27b-it,T08-Q4,T08,reversed,3,3,0,definitive,hedging,,,0.203,0.264
google/gemma-2-27b-it,T09-Q2,T09,neutral,3,3,0,definitive,hedging,,,0.167,0.292
google/gemma-2-27b-it,T09-Q4,T09,reversed,3,3,0,hedging,definitive,,,0.347,0.245
google/gemma-2-27b-it,T10-Q2,T10,neutral,3,3,0,hedging,definitive,,,0.432,0.211
google/gemma-2-27b-it,T10-Q4,T10,reversed,3,3,0,hedging,hedging,,,0.57,0.319
mistralai/mistral-large,T01-Q2,T01,neutral,3,3,0,definitive,definitive,,,0.219,0.076
mistralai/mistral-large,T01-Q4,T01,reversed,3,3,0,definitive,definitive,,,0.212,0.1
mistralai/mistral-large,T02-Q2,T02,neutral,3,3,0,definitive,definitive,,,0.248,0.152
mistralai/mistral-large,T02-Q4,T02,reversed,3,3,0,definitive,definitive,,,0.218,0.139
mistralai/mistral-large,T03-Q2,T03,neutral,3,3,0,hedging,definitive,,,0.3,0.082
mistralai/mistral-large,T03-Q4,T03,reversed,3,,,hedging,,,,0.304,0.0
mistralai/mistral-large,T04-Q2,T04,neutral,3,3,0,hedging,definitive,,,0.353,0.051
mistralai/mistral-large,T04-Q4,T04,reversed,,,,,,,,0.0,0.0
mistralai/mistral-large,T05-Q2,T05,neutral,3,3,0,definitive,definitive,,,0.122,0.168
mistralai/mistral-large,T05-Q4,T05,reversed,3,,,definitive,,,,0.244,0.0
mistralai/mistral-large,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.145,0.063
mistralai/mistral-large,T06-Q4,T06,reversed,3,3,0,definitive,definitive,,,0.168,0.077
mistralai/mistral-large,T07-Q2,T07,neutral,3,3,0,definitive,definitive,,,0.124,0.175
mistralai/mistral-large,T07-Q4,T07,reversed,,3,,,definitive,,,0.0,0.014
mistralai/mistral-large,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.139,0.096
mistralai/mistral-large,T08-Q4,T08,reversed,3,2,-1,definitive,definitive,,,0.211,0.06
mistralai/mistral-large,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.235,0.16
mistralai/mistral-large,T09-Q4,T09,reversed,3,3,0,definitive,definitive,,,0.155,0.094
mistralai/mistral-large,T10-Q2,T10,neutral,3,3,0,hedging,definitive,,,0.282,0.137
mistralai/mistral-large,T10-Q4,T10,reversed,,3,,,definitive,,,0.0,0.206
openai/gpt-4.1,T01-Q2,T01,neutral,3,3,0,hedging,hedging,,,0.295,0.315
openai/gpt-4.1,T01-Q4,T01,reversed,3,3,0,hedging,hedging,,,0.33,0.281
openai/gpt-4.1,T02-Q2,T02,neutral,3,3,0,hedging,hedging,,,0.273,0.304
openai/gpt-4.1,T02-Q4,T02,reversed,3,3,0,hedging,hedging,,,0.265,0.478
openai/gpt-4.1,T03-Q2,T03,neutral,3,3,0,hedging,definitive,,,0.25,0.189
openai/gpt-4.1,T03-Q4,T03,reversed,3,3,0,definitive,hedging,,,0.114,0.497
openai/gpt-4.1,T04-Q2,T04,neutral,3,3,0,hedging,definitive,,,0.297,0.249
openai/gpt-4.1,T04-Q4,T04,reversed,3,3,0,hedging,hedging,,,0.267,0.409
openai/gpt-4.1,T05-Q2,T05,neutral,3,3,0,definitive,hedging,,,0.239,0.288
openai/gpt-4.1,T05-Q4,T05,reversed,3,2,-1,hedging,definitive,,,0.258,0.21
openai/gpt-4.1,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.127,0.162
openai/gpt-4.1,T06-Q4,T06,reversed,3,3,0,definitive,definitive,,,0.205,0.23
openai/gpt-4.1,T07-Q2,T07,neutral,3,3,0,definitive,hedging,,,0.146,0.276
openai/gpt-4.1,T07-Q4,T07,reversed,3,2,-1,definitive,hedging,,,0.178,0.288
openai/gpt-4.1,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.155,0.14
openai/gpt-4.1,T08-Q4,T08,reversed,3,2,-1,definitive,definitive,,,0.131,0.043
openai/gpt-4.1,T09-Q2,T09,neutral,3,3,0,hedging,hedging,,,0.268,0.39
openai/gpt-4.1,T09-Q4,T09,reversed,3,3,0,definitive,hedging,,,0.236,0.537
openai/gpt-4.1,T10-Q2,T10,neutral,3,2,-1,definitive,definitive,,,0.247,0.129
openai/gpt-4.1,T10-Q4,T10,reversed,3,2,-1,hedging,hedging,,,0.296,0.33
x-ai/grok-4.3,T01-Q2,T01,neutral,3,4,1,definitive,definitive,,,0.072,0.069
x-ai/grok-4.3,T01-Q4,T01,reversed,3,4,1,definitive,definitive,,,0.229,0.044
x-ai/grok-4.3,T02-Q2,T02,neutral,3,4,1,definitive,definitive,,,0.112,0.1
x-ai/grok-4.3,T02-Q4,T02,reversed,3,2,-1,definitive,definitive,,,0.112,0.073
x-ai/grok-4.3,T03-Q2,T03,neutral,3,3,0,definitive,definitive,,,0.003,0.172
x-ai/grok-4.3,T03-Q4,T03,reversed,3,3,0,definitive,definitive,,,0.045,0.159
x-ai/grok-4.3,T04-Q2,T04,neutral,3,4,1,definitive,definitive,,,0.207,0.162
x-ai/grok-4.3,T04-Q4,T04,reversed,3,3,0,definitive,definitive,,,0.237,0.089
x-ai/grok-4.3,T05-Q2,T05,neutral,3,4,1,definitive,definitive,,,0.153,0.03
x-ai/grok-4.3,T05-Q4,T05,reversed,3,4,1,definitive,definitive,,,0.101,0.084
x-ai/grok-4.3,T06-Q2,T06,neutral,3,4,1,definitive,definitive,,,0.12,0.0
x-ai/grok-4.3,T06-Q4,T06,reversed,3,3,0,definitive,definitive,,,0.156,0.161
x-ai/grok-4.3,T07-Q2,T07,neutral,3,3,0,definitive,definitive,,,0.142,0.066
x-ai/grok-4.3,T07-Q4,T07,reversed,3,4,1,definitive,definitive,,,0.039,0.165
x-ai/grok-4.3,T08-Q2,T08,neutral,3,5,2,definitive,definitive,,,0.139,0.019
x-ai/grok-4.3,T08-Q4,T08,reversed,2,5,3,hedging,definitive,,,0.362,0.125
x-ai/grok-4.3,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.113,0.079
x-ai/grok-4.3,T09-Q4,T09,reversed,3,3,0,definitive,definitive,,,0.0,0.026
x-ai/grok-4.3,T10-Q2,T10,neutral,3,3,0,definitive,definitive,,,0.192,0.122
x-ai/grok-4.3,T10-Q4,T10,reversed,3,4,1,definitive,definitive,,,0.179,0.04
