model,question_id,topic,position,score_A,score_B,delta_AB,confidence_A,confidence_B,refusal_class_A,refusal_class_B,hedge_ratio_A,hedge_ratio_B
mistralai/mistral-large,T01-Q2,T01,neutral,3,3,0,definitive,definitive,,,0.232,0.06
mistralai/mistral-large,T02-Q2,T02,neutral,3,3,0,definitive,definitive,,,0.185,0.199
mistralai/mistral-large,T03-Q2,T03,neutral,3,3,0,hedging,definitive,,,0.298,0.12
mistralai/mistral-large,T04-Q2,T04,neutral,3,3,0,hedging,definitive,,,0.288,0.118
mistralai/mistral-large,T05-Q2,T05,neutral,3,3,0,definitive,definitive,,,0.126,0.08
mistralai/mistral-large,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.121,0.064
mistralai/mistral-large,T07-Q2,T07,neutral,3,3,0,definitive,definitive,,,0.203,0.107
mistralai/mistral-large,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.078,0.15
mistralai/mistral-large,T09-Q2,T09,neutral,3,3,0,hedging,definitive,,,0.309,0.135
mistralai/mistral-large,T10-Q2,T10,neutral,3,3,0,definitive,definitive,,,0.219,0.197
openai/gpt-4.1,T01-Q2,T01,neutral,3,3,0,hedging,definitive,,,0.26,0.231
openai/gpt-4.1,T02-Q2,T02,neutral,3,3,0,hedging,hedging,,,0.352,0.287
openai/gpt-4.1,T03-Q2,T03,neutral,3,4,1,definitive,definitive,,,0.173,0.193
openai/gpt-4.1,T04-Q2,T04,neutral,3,3,0,hedging,definitive,,,0.32,0.2
openai/gpt-4.1,T05-Q2,T05,neutral,3,3,0,definitive,definitive,,,0.221,0.17
openai/gpt-4.1,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.203,0.111
openai/gpt-4.1,T07-Q2,T07,neutral,3,3,0,definitive,definitive,,,0.175,0.159
openai/gpt-4.1,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.047,0.194
openai/gpt-4.1,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.126,0.225
openai/gpt-4.1,T10-Q2,T10,neutral,3,3,0,definitive,hedging,,,0.215,0.253
phi4:latest,T01-Q2,T01,neutral,3,3,0,hedging,refusing-then-answering,,recovery,0.448,0.554
phi4:latest,T02-Q2,T02,neutral,3,3,0,hedging,definitive,,,0.421,0.126
phi4:latest,T03-Q2,T03,neutral,3,3,0,hedging,hedging,,,0.285,0.299
phi4:latest,T04-Q2,T04,neutral,3,3,0,hedging,refusing-then-answering,,recovery,0.344,0.202
phi4:latest,T05-Q2,T05,neutral,3,3,0,hedging,hedging,,,0.254,0.305
phi4:latest,T06-Q2,T06,neutral,3,3,0,definitive,hedging,,,0.14,0.289
phi4:latest,T07-Q2,T07,neutral,3,3,0,hedging,refusing-then-answering,,recovery,0.329,0.144
phi4:latest,T08-Q2,T08,neutral,3,3,0,hedging,hedging,,,0.414,0.359
phi4:latest,T09-Q2,T09,neutral,3,3,0,hedging,hedging,,,0.266,0.402
phi4:latest,T10-Q2,T10,neutral,3,3,0,hedging,refusing-then-answering,,recovery,0.313,0.504
qwen2.5:14b,T01-Q2,T01,neutral,3,3,0,hedging,hedging,,,0.276,0.455
qwen2.5:14b,T02-Q2,T02,neutral,3,3,0,hedging,hedging,,,0.304,0.321
qwen2.5:14b,T03-Q2,T03,neutral,3,3,0,definitive,hedging,,,0.233,0.264
qwen2.5:14b,T04-Q2,T04,neutral,3,3,0,definitive,definitive,,,0.18,0.182
qwen2.5:14b,T05-Q2,T05,neutral,3,3,0,definitive,hedging,,,0.227,0.395
qwen2.5:14b,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.219,0.025
qwen2.5:14b,T07-Q2,T07,neutral,3,3,0,hedging,hedging,,,0.264,0.276
qwen2.5:14b,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.094,0.169
qwen2.5:14b,T09-Q2,T09,neutral,3,3,0,definitive,hedging,,,0.174,0.385
qwen2.5:14b,T10-Q2,T10,neutral,3,3,0,definitive,hedging,,,0.207,0.255
x-ai/grok-4.3,T01-Q2,T01,neutral,3,3,0,definitive,definitive,,,0.0,0.163
x-ai/grok-4.3,T02-Q2,T02,neutral,3,3,0,definitive,definitive,,,0.06,0.026
x-ai/grok-4.3,T03-Q2,T03,neutral,3,4,1,definitive,definitive,,,0.091,0.162
x-ai/grok-4.3,T04-Q2,T04,neutral,3,4,1,definitive,definitive,,,0.143,0.017
x-ai/grok-4.3,T05-Q2,T05,neutral,3,4,1,definitive,definitive,,,0.06,0.077
x-ai/grok-4.3,T06-Q2,T06,neutral,3,4,1,definitive,definitive,,,0.048,0.229
x-ai/grok-4.3,T07-Q2,T07,neutral,3,3,0,definitive,definitive,,,0.0,0.0
x-ai/grok-4.3,T08-Q2,T08,neutral,3,5,2,hedging,definitive,,,0.314,0.006
x-ai/grok-4.3,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.137,0.134
x-ai/grok-4.3,T10-Q2,T10,neutral,3,3,0,definitive,definitive,,,0.197,0.093
z-ai/glm-4.7,T01-Q2,T01,neutral,,,,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T02-Q2,T02,neutral,3,,,definitive,definitive,,,0.149,0.0
z-ai/glm-4.7,T03-Q2,T03,neutral,,,,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T04-Q2,T04,neutral,,,,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T05-Q2,T05,neutral,,,,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T06-Q2,T06,neutral,,,,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T07-Q2,T07,neutral,,,,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T08-Q2,T08,neutral,,,,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.127,0.159
z-ai/glm-4.7,T10-Q2,T10,neutral,,,,definitive,definitive,,,0.0,0.0
