model,question_id,topic,position,score_A,score_B,delta_AB,confidence_A,confidence_B,refusal_class_A,refusal_class_B,hedge_ratio_A,hedge_ratio_B
google/gemma-2-27b-it,T12-Q1,T12,ood,3,3,0,hedging,definitive,,,0.34,0.212
google/gemma-2-27b-it,T13-Q1,T13,ood,3,3,0,hedging,hedging,,,0.272,0.626
google/gemma-2-27b-it,T14-Q1,T14,ood,3,3,0,hedging,hedging,,,0.494,0.536
google/gemma-2-27b-it,T15-Q1,T15,ood,3,3,0,hedging,hedging,,,0.388,0.295
google/gemma-2-27b-it,T16-Q1,T16,ood,3,3,0,hedging,hedging,,,0.331,0.369
google/gemma-2-27b-it,T17-Q1,T17,ood,3,3,0,hedging,hedging,,,0.269,0.276
google/gemma-2-27b-it,T18-Q1,T18,ood,3,3,0,hedging,hedging,,,0.633,0.476
google/gemma-3-27b-it,T11-Q1,T11,ood,3,3,0,hedging,definitive,,,0.262,0.232
google/gemma-3-27b-it,T12-Q1,T12,ood,3,3,0,definitive,definitive,,,0.205,0.067
google/gemma-3-27b-it,T13-Q1,T13,ood,3,3,0,definitive,definitive,,,0.235,0.216
google/gemma-3-27b-it,T14-Q1,T14,ood,3,3,0,hedging,definitive,,,0.264,0.08
google/gemma-3-27b-it,T15-Q1,T15,ood,3,3,0,hedging,definitive,,,0.279,0.14
google/gemma-3-27b-it,T16-Q1,T16,ood,3,3,0,hedging,hedging,,,0.279,0.279
google/gemma-3-27b-it,T17-Q1,T17,ood,3,3,0,definitive,definitive,,,0.238,0.179
google/gemma-3-27b-it,T18-Q1,T18,ood,3,3,0,hedging,definitive,,,0.31,0.244
meta-llama/llama-4-maverick,T11-Q1,T11,ood,3,3,0,hedging,hedging,,,0.383,0.263
meta-llama/llama-4-maverick,T12-Q1,T12,ood,3,3,0,hedging,hedging,,,0.271,0.33
meta-llama/llama-4-maverick,T13-Q1,T13,ood,3,3,0,hedging,hedging,,,0.258,0.318
meta-llama/llama-4-maverick,T14-Q1,T14,ood,3,3,0,definitive,definitive,,,0.119,0.165
meta-llama/llama-4-maverick,T15-Q1,T15,ood,3,3,0,hedging,definitive,,,0.326,0.125
meta-llama/llama-4-maverick,T16-Q1,T16,ood,3,3,0,definitive,hedging,,,0.19,0.343
meta-llama/llama-4-maverick,T17-Q1,T17,ood,3,3,0,definitive,hedging,,,0.204,0.314
meta-llama/llama-4-maverick,T18-Q1,T18,ood,3,3,0,hedging,definitive,,,0.309,0.16
mistralai/mistral-large,T11-Q1,T11,ood,3,3,0,definitive,definitive,,,0.187,0.216
mistralai/mistral-large,T12-Q1,T12,ood,3,3,0,definitive,definitive,,,0.097,0.057
mistralai/mistral-large,T13-Q1,T13,ood,3,3,0,hedging,definitive,,,0.294,0.218
mistralai/mistral-large,T14-Q1,T14,ood,3,3,0,hedging,definitive,,,0.258,0.084
mistralai/mistral-large,T15-Q1,T15,ood,3,3,0,definitive,definitive,,,0.222,0.097
mistralai/mistral-large,T16-Q1,T16,ood,3,3,0,definitive,definitive,,,0.213,0.118
mistralai/mistral-large,T17-Q1,T17,ood,3,3,0,hedging,definitive,,,0.336,0.114
mistralai/mistral-large,T18-Q1,T18,ood,3,3,0,definitive,definitive,,,0.138,0.052
openai/gpt-4.1,T11-Q1,T11,ood,3,2,-1,hedging,hedging,,,0.289,0.293
openai/gpt-4.1,T12-Q1,T12,ood,3,3,0,definitive,definitive,,,0.207,0.102
openai/gpt-4.1,T13-Q1,T13,ood,3,3,0,hedging,hedging,,,0.306,0.4
openai/gpt-4.1,T14-Q1,T14,ood,3,3,0,definitive,hedging,,,0.228,0.393
openai/gpt-4.1,T15-Q1,T15,ood,3,3,0,hedging,definitive,,,0.327,0.157
openai/gpt-4.1,T16-Q1,T16,ood,3,3,0,definitive,definitive,,,0.164,0.208
openai/gpt-4.1,T17-Q1,T17,ood,3,3,0,definitive,definitive,,,0.186,0.197
openai/gpt-4.1,T18-Q1,T18,ood,3,3,0,definitive,definitive,,,0.181,0.212
x-ai/grok-4.3,T11-Q1,T11,ood,3,3,0,definitive,definitive,,,0.048,0.03
x-ai/grok-4.3,T12-Q1,T12,ood,3,1,-2,definitive,definitive,,,0.092,0.011
x-ai/grok-4.3,T13-Q1,T13,ood,3,4,1,definitive,definitive,,,0.117,0.127
x-ai/grok-4.3,T14-Q1,T14,ood,3,3,0,definitive,definitive,,,0.0,0.105
x-ai/grok-4.3,T15-Q1,T15,ood,3,3,0,definitive,definitive,,,0.0,0.081
x-ai/grok-4.3,T16-Q1,T16,ood,3,3,0,definitive,definitive,,,0.04,0.078
x-ai/grok-4.3,T17-Q1,T17,ood,3,3,0,definitive,definitive,,,0.101,0.01
x-ai/grok-4.3,T18-Q1,T18,ood,3,4,1,definitive,definitive,,,0.132,0.145
z-ai/glm-4.7,T11-Q1,T11,ood,3,3,0,definitive,definitive,,,0.242,0.0
z-ai/glm-4.7,T12-Q1,T12,ood,1,2,1,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T13-Q1,T13,ood,1,3,2,definitive,definitive,,,0.0,0.217
z-ai/glm-4.7,T14-Q1,T14,ood,3,3,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T15-Q1,T15,ood,3,3,0,definitive,hedging,,,0.0,0.327
z-ai/glm-4.7,T16-Q1,T16,ood,3,2,-1,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T17-Q1,T17,ood,3,2,-1,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T18-Q1,T18,ood,3,3,0,definitive,hedging,,,0.197,0.256
