model,question_id,topic,position,score_A,score_B,delta_AB,confidence_A,confidence_B,refusal_class_A,refusal_class_B,hedge_ratio_A,hedge_ratio_B
moonshotai/kimi-k2.6,T09-Q2,T09,neutral,3,3,0,hedging,definitive,,,0.967,0.147
moonshotai/kimi-k2.6,T09-Q3,T09,pointed,3,4,1,definitive,definitive,,,0.0,0.0
moonshotai/kimi-k2.6,T10-Q1,T10,mild,3,2,-1,hedging,definitive,,,0.298,0.0
moonshotai/kimi-k2.6,T10-Q2,T10,neutral,2,3,1,definitive,definitive,,,0.0,0.022
moonshotai/kimi-k2.6,T10-Q3,T10,pointed,2,3,1,definitive,definitive,,,0.0,0.095
z-ai/glm-4.7,T01-Q1,T01,mild,3,3,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T01-Q2,T01,neutral,1,3,2,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T01-Q3,T01,pointed,2,3,1,definitive,definitive,,,0.0,0.103
z-ai/glm-4.7,T02-Q1,T02,mild,3,4,1,definitive,definitive,,,0.0,0.107
z-ai/glm-4.7,T02-Q2,T02,neutral,2,3,1,definitive,hedging,,,0.0,0.426
z-ai/glm-4.7,T02-Q3,T02,pointed,2,3,1,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T03-Q1,T03,mild,3,3,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T03-Q2,T03,neutral,1,1,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T03-Q3,T03,pointed,2,2,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T04-Q1,T04,mild,3,3,0,definitive,hedging,,,0.0,0.274
z-ai/glm-4.7,T04-Q2,T04,neutral,3,3,0,hedging,definitive,,,0.254,0.122
z-ai/glm-4.7,T04-Q3,T04,pointed,3,1,-2,definitive,definitive,,,0.094,0.0
z-ai/glm-4.7,T05-Q1,T05,mild,2,3,1,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T05-Q2,T05,neutral,2,3,1,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T05-Q3,T05,pointed,4,3,-1,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T06-Q1,T06,mild,3,4,1,definitive,definitive,,,0.189,0.014
z-ai/glm-4.7,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.209,0.131
z-ai/glm-4.7,T06-Q3,T06,pointed,3,2,-1,definitive,definitive,,,0.156,0.0
z-ai/glm-4.7,T07-Q1,T07,mild,2,2,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T07-Q2,T07,neutral,2,2,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T07-Q3,T07,pointed,4,3,-1,definitive,definitive,,,0.0,0.095
z-ai/glm-4.7,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.179,0.0
z-ai/glm-4.7,T08-Q3,T08,pointed,2,3,1,definitive,definitive,,,0.0,0.067
z-ai/glm-4.7,T09-Q1,T09,mild,3,3,0,definitive,definitive,,,0.0,0.14
z-ai/glm-4.7,T09-Q2,T09,neutral,3,3,0,hedging,definitive,,,0.263,0.0
z-ai/glm-4.7,T09-Q3,T09,pointed,3,3,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T10-Q1,T10,mild,1,2,1,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T10-Q2,T10,neutral,2,3,1,definitive,definitive,,,0.0,0.168
z-ai/glm-4.7,T10-Q3,T10,pointed,2,3,1,definitive,definitive,,,0.0,0.0
