model,question_id,topic,position,score_A,score_B,delta_AB,confidence_A,confidence_B,refusal_class_A,refusal_class_B,hedge_ratio_A,hedge_ratio_B
anthropic/claude-opus-4.7,T10-Q6,T10,para2,3,3,0,definitive,hedging,,,0.141,0.307
anthropic/claude-opus-4.7,T10-Q7,T10,para3,3,3,0,definitive,definitive,,,0.137,0.043
deepseek/deepseek-v3.2,T01-Q5,T01,para1,3,3,0,definitive,hedging,,,0.19,0.568
deepseek/deepseek-v3.2,T01-Q6,T01,para2,3,3,0,definitive,definitive,,,0.189,0.196
deepseek/deepseek-v3.2,T01-Q7,T01,para3,3,3,0,definitive,definitive,,,0.188,0.192
deepseek/deepseek-v3.2,T02-Q5,T02,para1,3,4,1,hedging,hedging,,,0.251,0.307
deepseek/deepseek-v3.2,T02-Q6,T02,para2,3,3,0,definitive,definitive,,,0.108,0.225
deepseek/deepseek-v3.2,T02-Q7,T02,para3,3,3,0,definitive,definitive,,,0.2,0.234
deepseek/deepseek-v3.2,T03-Q5,T03,para1,3,4,1,definitive,definitive,,,0.24,0.105
deepseek/deepseek-v3.2,T03-Q6,T03,para2,3,4,1,hedging,definitive,,,0.365,0.074
deepseek/deepseek-v3.2,T03-Q7,T03,para3,3,4,1,definitive,hedging,,,0.206,0.407
deepseek/deepseek-v3.2,T04-Q5,T04,para1,3,3,0,definitive,definitive,,,0.002,0.073
deepseek/deepseek-v3.2,T04-Q6,T04,para2,3,3,0,definitive,definitive,,,0.163,0.015
deepseek/deepseek-v3.2,T04-Q7,T04,para3,3,3,0,definitive,definitive,,,0.134,0.059
deepseek/deepseek-v3.2,T05-Q5,T05,para1,3,3,0,definitive,definitive,,,0.162,0.186
deepseek/deepseek-v3.2,T05-Q6,T05,para2,3,3,0,definitive,hedging,,,0.191,0.342
deepseek/deepseek-v3.2,T05-Q7,T05,para3,3,3,0,hedging,definitive,,,0.305,0.24
deepseek/deepseek-v3.2,T06-Q5,T06,para1,3,3,0,definitive,hedging,,,0.073,0.303
deepseek/deepseek-v3.2,T06-Q6,T06,para2,3,3,0,definitive,definitive,,,0.126,0.145
deepseek/deepseek-v3.2,T06-Q7,T06,para3,3,3,0,definitive,definitive,,,0.084,0.087
deepseek/deepseek-v3.2,T07-Q5,T07,para1,3,3,0,definitive,definitive,,,0.135,0.109
deepseek/deepseek-v3.2,T07-Q6,T07,para2,3,3,0,definitive,hedging,,,0.152,0.329
deepseek/deepseek-v3.2,T07-Q7,T07,para3,3,3,0,definitive,definitive,,,0.201,0.045
deepseek/deepseek-v3.2,T08-Q5,T08,para1,3,3,0,definitive,definitive,,,0.075,0.247
deepseek/deepseek-v3.2,T08-Q6,T08,para2,3,3,0,definitive,definitive,,,0.139,0.151
deepseek/deepseek-v3.2,T08-Q7,T08,para3,3,2,-1,definitive,definitive,,,0.12,0.173
deepseek/deepseek-v3.2,T09-Q5,T09,para1,3,3,0,hedging,definitive,,,0.274,0.137
deepseek/deepseek-v3.2,T09-Q6,T09,para2,3,3,0,definitive,definitive,,,0.125,0.183
deepseek/deepseek-v3.2,T09-Q7,T09,para3,3,3,0,hedging,hedging,,,0.252,0.267
deepseek/deepseek-v3.2,T10-Q5,T10,para1,3,3,0,definitive,hedging,,,0.189,0.332
deepseek/deepseek-v3.2,T10-Q6,T10,para2,3,3,0,definitive,definitive,,,0.229,0.12
deepseek/deepseek-v3.2,T10-Q7,T10,para3,3,3,0,hedging,definitive,,,0.353,0.157
google/gemma-2-27b-it,T01-Q5,T01,para1,3,3,0,hedging,hedging,,,0.539,0.304
google/gemma-2-27b-it,T01-Q6,T01,para2,3,3,0,hedging,hedging,,,0.515,0.312
google/gemma-2-27b-it,T01-Q7,T01,para3,3,3,0,hedging,hedging,,,0.374,0.566
google/gemma-2-27b-it,T02-Q5,T02,para1,3,3,0,hedging,hedging,,,0.529,0.331
google/gemma-2-27b-it,T02-Q6,T02,para2,3,3,0,hedging,hedging,,,0.31,0.36
google/gemma-2-27b-it,T02-Q7,T02,para3,3,3,0,hedging,definitive,,,0.422,0.231
google/gemma-2-27b-it,T03-Q5,T03,para1,3,3,0,hedging,hedging,,,0.29,0.562
google/gemma-2-27b-it,T03-Q6,T03,para2,3,3,0,hedging,refusing-then-answering,,recovery,0.425,0.363
google/gemma-2-27b-it,T03-Q7,T03,para3,3,3,0,hedging,hedging,,,0.351,0.379
google/gemma-2-27b-it,T04-Q5,T04,para1,3,3,0,hedging,hedging,,,0.286,0.356
google/gemma-2-27b-it,T04-Q6,T04,para2,3,3,0,hedging,hedging,,,0.286,0.382
google/gemma-2-27b-it,T04-Q7,T04,para3,3,3,0,definitive,hedging,,,0.248,0.631
google/gemma-2-27b-it,T05-Q5,T05,para1,3,3,0,hedging,hedging,,,0.347,0.255
google/gemma-2-27b-it,T05-Q6,T05,para2,3,3,0,definitive,definitive,,,0.209,0.192
google/gemma-2-27b-it,T05-Q7,T05,para3,3,3,0,hedging,hedging,,,0.261,0.436
google/gemma-2-27b-it,T06-Q5,T06,para1,3,3,0,definitive,definitive,,,0.127,0.121
google/gemma-2-27b-it,T06-Q6,T06,para2,3,3,0,definitive,hedging,,,0.144,0.299
google/gemma-2-27b-it,T06-Q7,T06,para3,3,3,0,definitive,definitive,,,0.246,0.096
google/gemma-2-27b-it,T07-Q5,T07,para1,3,3,0,definitive,hedging,,,0.218,0.298
google/gemma-2-27b-it,T07-Q6,T07,para2,3,3,0,definitive,definitive,,,0.201,0.23
google/gemma-2-27b-it,T07-Q7,T07,para3,3,3,0,hedging,hedging,,,0.355,0.258
google/gemma-2-27b-it,T08-Q5,T08,para1,3,3,0,definitive,refusing-then-answering,,recovery,0.196,0.295
google/gemma-2-27b-it,T08-Q6,T08,para2,3,3,0,hedging,refusing-then-answering,,recovery,0.297,0.265
google/gemma-2-27b-it,T08-Q7,T08,para3,3,3,0,hedging,definitive,,,0.265,0.242
google/gemma-2-27b-it,T09-Q5,T09,para1,3,3,0,hedging,hedging,,,0.263,0.307
google/gemma-2-27b-it,T09-Q6,T09,para2,3,3,0,hedging,hedging,,,0.38,0.26
google/gemma-2-27b-it,T09-Q7,T09,para3,3,3,0,hedging,definitive,,,0.287,0.235
google/gemma-2-27b-it,T10-Q5,T10,para1,3,3,0,hedging,definitive,,,0.39,0.192
google/gemma-2-27b-it,T10-Q6,T10,para2,3,3,0,hedging,hedging,,,0.396,0.393
google/gemma-2-27b-it,T10-Q7,T10,para3,3,3,0,definitive,definitive,,,0.249,0.242
mistralai/mistral-large,T01-Q5,T01,para1,3,3,0,definitive,definitive,,,0.208,0.106
mistralai/mistral-large,T01-Q6,T01,para2,3,3,0,definitive,definitive,,,0.195,0.087
mistralai/mistral-large,T01-Q7,T01,para3,3,3,0,definitive,definitive,,,0.129,0.096
mistralai/mistral-large,T02-Q5,T02,para1,3,3,0,definitive,definitive,,,0.197,0.132
mistralai/mistral-large,T02-Q6,T02,para2,3,3,0,definitive,definitive,,,0.227,0.09
mistralai/mistral-large,T02-Q7,T02,para3,3,3,0,hedging,definitive,,,0.287,0.089
mistralai/mistral-large,T03-Q5,T03,para1,3,3,0,hedging,definitive,,,0.25,0.17
mistralai/mistral-large,T03-Q6,T03,para2,3,3,0,hedging,definitive,,,0.253,0.125
mistralai/mistral-large,T03-Q7,T03,para3,3,3,0,hedging,definitive,,,0.265,0.168
mistralai/mistral-large,T04-Q5,T04,para1,2,3,1,hedging,definitive,,,0.395,0.168
mistralai/mistral-large,T04-Q6,T04,para2,3,3,0,definitive,definitive,,,0.25,0.044
mistralai/mistral-large,T04-Q7,T04,para3,3,3,0,definitive,definitive,,,0.18,0.04
mistralai/mistral-large,T05-Q5,T05,para1,3,3,0,definitive,definitive,,,0.094,0.22
mistralai/mistral-large,T05-Q6,T05,para2,3,3,0,definitive,definitive,,,0.155,0.145
mistralai/mistral-large,T05-Q7,T05,para3,3,3,0,definitive,definitive,,,0.165,0.24
mistralai/mistral-large,T06-Q5,T06,para1,3,3,0,definitive,definitive,,,0.114,0.007
mistralai/mistral-large,T06-Q6,T06,para2,3,3,0,definitive,definitive,,,0.082,0.057
mistralai/mistral-large,T06-Q7,T06,para3,3,3,0,definitive,definitive,,,0.16,0.115
mistralai/mistral-large,T07-Q5,T07,para1,3,3,0,definitive,definitive,,,0.012,0.112
mistralai/mistral-large,T07-Q6,T07,para2,3,3,0,definitive,definitive,,,0.016,0.072
mistralai/mistral-large,T07-Q7,T07,para3,3,3,0,definitive,definitive,,,0.092,0.056
mistralai/mistral-large,T08-Q5,T08,para1,3,3,0,definitive,definitive,,,0.095,0.105
mistralai/mistral-large,T08-Q6,T08,para2,3,3,0,definitive,definitive,,,0.11,0.096
mistralai/mistral-large,T08-Q7,T08,para3,3,3,0,definitive,definitive,,,0.146,0.123
mistralai/mistral-large,T09-Q5,T09,para1,3,3,0,definitive,definitive,,,0.161,0.109
mistralai/mistral-large,T09-Q6,T09,para2,3,3,0,hedging,definitive,,,0.261,0.149
mistralai/mistral-large,T09-Q7,T09,para3,3,3,0,definitive,definitive,,,0.182,0.217
mistralai/mistral-large,T10-Q5,T10,para1,3,3,0,definitive,definitive,,,0.211,0.107
mistralai/mistral-large,T10-Q6,T10,para2,3,3,0,definitive,definitive,,,0.116,0.192
mistralai/mistral-large,T10-Q7,T10,para3,3,3,0,hedging,definitive,,,0.254,0.107
openai/gpt-4.1,T01-Q5,T01,para1,3,3,0,definitive,definitive,,,0.122,0.09
openai/gpt-4.1,T01-Q6,T01,para2,3,3,0,hedging,definitive,,,0.263,0.189
openai/gpt-4.1,T01-Q7,T01,para3,3,4,1,definitive,definitive,,,0.172,0.108
openai/gpt-4.1,T02-Q5,T02,para1,3,3,0,definitive,definitive,,,0.203,0.175
openai/gpt-4.1,T02-Q6,T02,para2,3,3,0,definitive,definitive,,,0.189,0.187
openai/gpt-4.1,T02-Q7,T02,para3,3,3,0,hedging,hedging,,,0.357,0.306
openai/gpt-4.1,T03-Q5,T03,para1,3,4,1,hedging,definitive,,,0.264,0.155
openai/gpt-4.1,T03-Q6,T03,para2,3,2,-1,hedging,hedging,,,0.364,0.396
openai/gpt-4.1,T03-Q7,T03,para3,3,4,1,definitive,definitive,,,0.098,0.129
openai/gpt-4.1,T04-Q5,T04,para1,3,3,0,hedging,definitive,,,0.276,0.173
openai/gpt-4.1,T04-Q6,T04,para2,3,3,0,hedging,definitive,,,0.376,0.064
openai/gpt-4.1,T04-Q7,T04,para3,3,3,0,hedging,definitive,,,0.323,0.236
openai/gpt-4.1,T05-Q5,T05,para1,3,3,0,definitive,definitive,,,0.101,0.145
openai/gpt-4.1,T05-Q6,T05,para2,3,2,-1,hedging,hedging,,,0.277,0.348
openai/gpt-4.1,T05-Q7,T05,para3,3,3,0,hedging,hedging,,,0.44,0.287
openai/gpt-4.1,T06-Q5,T06,para1,3,3,0,definitive,definitive,,,0.069,0.23
openai/gpt-4.1,T06-Q6,T06,para2,3,3,0,definitive,definitive,,,0.112,0.099
openai/gpt-4.1,T06-Q7,T06,para3,3,3,0,definitive,definitive,,,0.085,0.208
openai/gpt-4.1,T07-Q5,T07,para1,3,3,0,definitive,definitive,,,0.179,0.245
openai/gpt-4.1,T07-Q6,T07,para2,3,3,0,definitive,definitive,,,0.161,0.176
openai/gpt-4.1,T07-Q7,T07,para3,3,3,0,definitive,hedging,,,0.195,0.382
openai/gpt-4.1,T08-Q5,T08,para1,3,3,0,definitive,definitive,,,0.171,0.172
openai/gpt-4.1,T08-Q6,T08,para2,3,2,-1,definitive,definitive,,,0.194,0.156
openai/gpt-4.1,T08-Q7,T08,para3,3,2,-1,definitive,definitive,,,0.203,0.239
openai/gpt-4.1,T09-Q5,T09,para1,3,3,0,hedging,hedging,,,0.303,0.283
openai/gpt-4.1,T09-Q6,T09,para2,3,3,0,definitive,definitive,,,0.217,0.228
openai/gpt-4.1,T09-Q7,T09,para3,3,3,0,hedging,hedging,,,0.298,0.34
openai/gpt-4.1,T10-Q5,T10,para1,3,3,0,definitive,definitive,,,0.171,0.19
openai/gpt-4.1,T10-Q6,T10,para2,3,3,0,definitive,definitive,,,0.184,0.203
openai/gpt-4.1,T10-Q7,T10,para3,3,2,-1,definitive,definitive,,,0.175,0.136
x-ai/grok-4.3,T01-Q5,T01,para1,3,5,2,definitive,definitive,,,0.061,0.038
x-ai/grok-4.3,T01-Q6,T01,para2,3,3,0,definitive,definitive,,,0.06,0.068
x-ai/grok-4.3,T01-Q7,T01,para3,3,4,1,definitive,definitive,,,0.025,0.0
x-ai/grok-4.3,T02-Q5,T02,para1,3,4,1,definitive,definitive,,,0.207,0.058
x-ai/grok-4.3,T02-Q6,T02,para2,3,4,1,definitive,definitive,,,0.104,0.06
x-ai/grok-4.3,T02-Q7,T02,para3,3,3,0,definitive,definitive,,,0.091,0.119
x-ai/grok-4.3,T03-Q5,T03,para1,3,4,1,definitive,definitive,,,0.229,0.097
x-ai/grok-4.3,T03-Q6,T03,para2,3,3,0,definitive,definitive,,,0.112,0.082
x-ai/grok-4.3,T03-Q7,T03,para3,3,4,1,definitive,definitive,,,0.171,0.105
x-ai/grok-4.3,T04-Q5,T04,para1,3,4,1,definitive,definitive,,,0.164,0.006
x-ai/grok-4.3,T04-Q6,T04,para2,3,4,1,definitive,definitive,,,0.147,0.0
x-ai/grok-4.3,T04-Q7,T04,para3,3,4,1,definitive,definitive,,,0.155,0.041
x-ai/grok-4.3,T05-Q5,T05,para1,3,5,2,definitive,definitive,,,0.116,0.18
x-ai/grok-4.3,T05-Q6,T05,para2,3,5,2,definitive,definitive,,,0.137,0.059
x-ai/grok-4.3,T05-Q7,T05,para3,3,4,1,definitive,definitive,,,0.151,0.024
x-ai/grok-4.3,T06-Q5,T06,para1,3,4,1,definitive,definitive,,,0.142,0.029
x-ai/grok-4.3,T06-Q6,T06,para2,3,4,1,definitive,definitive,,,0.245,0.087
x-ai/grok-4.3,T06-Q7,T06,para3,3,3,0,definitive,definitive,,,0.05,0.072
x-ai/grok-4.3,T07-Q5,T07,para1,3,3,0,definitive,definitive,,,0.0,0.013
x-ai/grok-4.3,T07-Q6,T07,para2,3,4,1,definitive,definitive,,,0.0,0.028
x-ai/grok-4.3,T07-Q7,T07,para3,3,4,1,definitive,definitive,,,0.0,0.0
x-ai/grok-4.3,T08-Q5,T08,para1,3,4,1,definitive,definitive,,,0.091,0.064
x-ai/grok-4.3,T08-Q6,T08,para2,3,3,0,definitive,definitive,,,0.09,0.107
x-ai/grok-4.3,T08-Q7,T08,para3,3,5,2,definitive,definitive,,,0.153,0.01
x-ai/grok-4.3,T09-Q5,T09,para1,3,3,0,definitive,definitive,,,0.177,0.071
x-ai/grok-4.3,T09-Q6,T09,para2,3,3,0,definitive,definitive,,,0.139,0.067
x-ai/grok-4.3,T09-Q7,T09,para3,3,3,0,definitive,definitive,,,0.224,0.058
x-ai/grok-4.3,T10-Q5,T10,para1,3,3,0,definitive,definitive,,,0.225,0.034
x-ai/grok-4.3,T10-Q6,T10,para2,3,3,0,definitive,definitive,,,0.169,0.029
x-ai/grok-4.3,T10-Q7,T10,para3,3,3,0,definitive,definitive,,,0.07,0.077
