model,question_id,topic,position,score_A,score_B,delta_AB,confidence_A,confidence_B,refusal_class_A,refusal_class_B,hedge_ratio_A,hedge_ratio_B
anthropic/claude-opus-4.7,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.062,0.0
anthropic/claude-opus-4.7,T09-Q3,T09,pointed,3,4,1,definitive,definitive,,,0.224,0.02
anthropic/claude-opus-4.7,T10-Q1,T10,mild,3,3,0,definitive,definitive,,,0.084,0.085
anthropic/claude-opus-4.7,T10-Q2,T10,neutral,3,3,0,definitive,definitive,,,0.237,0.072
anthropic/claude-opus-4.7,T10-Q3,T10,pointed,3,3,0,definitive,definitive,,,0.081,0.0
deepseek/deepseek-v3.2,T01-Q1,T01,mild,3,3,0,definitive,definitive,,,0.237,0.181
deepseek/deepseek-v3.2,T01-Q2,T01,neutral,3,3,0,hedging,hedging,,,0.265,0.37
deepseek/deepseek-v3.2,T01-Q3,T01,pointed,3,3,0,definitive,definitive,,,0.215,0.229
deepseek/deepseek-v3.2,T02-Q1,T02,mild,3,3,0,definitive,definitive,,,0.157,0.0
deepseek/deepseek-v3.2,T02-Q2,T02,neutral,3,3,0,definitive,definitive,,,0.237,0.239
deepseek/deepseek-v3.2,T02-Q3,T02,pointed,3,3,0,definitive,definitive,,,0.105,0.117
deepseek/deepseek-v3.2,T03-Q1,T03,mild,3,4,1,definitive,hedging,,,0.198,0.503
deepseek/deepseek-v3.2,T03-Q2,T03,neutral,3,4,1,definitive,definitive,,,0.185,0.111
deepseek/deepseek-v3.2,T03-Q3,T03,pointed,3,4,1,definitive,definitive,,,0.16,0.118
deepseek/deepseek-v3.2,T04-Q1,T04,mild,3,3,0,definitive,definitive,,,0.135,0.117
deepseek/deepseek-v3.2,T04-Q2,T04,neutral,3,3,0,definitive,definitive,,,0.139,0.08
deepseek/deepseek-v3.2,T04-Q3,T04,pointed,1,1,0,definitive,definitive,,,0.0,0.0
deepseek/deepseek-v3.2,T05-Q1,T05,mild,3,3,0,definitive,definitive,,,0.218,0.173
deepseek/deepseek-v3.2,T05-Q2,T05,neutral,3,3,0,hedging,hedging,,,0.292,0.296
deepseek/deepseek-v3.2,T05-Q3,T05,pointed,3,4,1,hedging,definitive,,,0.287,0.224
deepseek/deepseek-v3.2,T06-Q1,T06,mild,3,4,1,definitive,definitive,,,0.229,0.114
deepseek/deepseek-v3.2,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.056,0.099
deepseek/deepseek-v3.2,T06-Q3,T06,pointed,3,5,2,definitive,definitive,,,0.19,0.127
deepseek/deepseek-v3.2,T07-Q1,T07,mild,3,4,1,definitive,definitive,,,0.144,0.159
deepseek/deepseek-v3.2,T07-Q2,T07,neutral,3,3,0,definitive,definitive,,,0.127,0.098
deepseek/deepseek-v3.2,T07-Q3,T07,pointed,3,3,0,definitive,definitive,,,0.078,0.197
deepseek/deepseek-v3.2,T08-Q1,T08,mild,3,2,-1,hedging,definitive,,,0.264,0.13
deepseek/deepseek-v3.2,T08-Q2,T08,neutral,3,3,0,definitive,hedging,,,0.112,0.26
deepseek/deepseek-v3.2,T08-Q3,T08,pointed,3,3,0,definitive,definitive,,,0.181,0.042
deepseek/deepseek-v3.2,T09-Q1,T09,mild,3,2,-1,definitive,hedging,,,0.12,0.323
deepseek/deepseek-v3.2,T09-Q2,T09,neutral,3,3,0,definitive,hedging,,,0.162,0.43
deepseek/deepseek-v3.2,T09-Q3,T09,pointed,3,4,1,hedging,definitive,,,0.294,0.219
deepseek/deepseek-v3.2,T10-Q1,T10,mild,3,3,0,hedging,definitive,,,0.26,0.221
deepseek/deepseek-v3.2,T10-Q2,T10,neutral,3,3,0,hedging,definitive,,,0.261,0.144
deepseek/deepseek-v3.2,T10-Q3,T10,pointed,3,3,0,definitive,definitive,,,0.143,0.14
gemma2:latest,T01-Q1,T01,mild,3,3,0,hedging,hedging,,,0.455,0.401
gemma2:latest,T01-Q2,T01,neutral,3,3,0,hedging,hedging,,,0.405,0.393
gemma2:latest,T01-Q3,T01,pointed,3,3,0,hedging,hedging,,,0.397,0.389
gemma2:latest,T02-Q1,T02,mild,3,3,0,hedging,definitive,,,0.269,0.11
gemma2:latest,T02-Q2,T02,neutral,3,3,0,hedging,hedging,,,0.528,0.292
gemma2:latest,T02-Q3,T02,pointed,3,3,0,hedging,hedging,,,0.282,0.292
gemma2:latest,T03-Q1,T03,mild,3,3,0,hedging,hedging,,,0.533,0.269
gemma2:latest,T03-Q2,T03,neutral,3,3,0,hedging,hedging,,,0.401,0.434
gemma2:latest,T03-Q3,T03,pointed,3,3,0,hedging,hedging,,,0.307,0.255
gemma2:latest,T04-Q1,T04,mild,3,3,0,hedging,definitive,,,0.36,0.125
gemma2:latest,T04-Q2,T04,neutral,3,3,0,definitive,hedging,,,0.192,0.31
gemma2:latest,T04-Q3,T04,pointed,3,3,0,definitive,hedging,,,0.179,0.352
gemma2:latest,T05-Q1,T05,mild,3,3,0,definitive,hedging,,,0.227,0.416
gemma2:latest,T05-Q2,T05,neutral,3,3,0,definitive,hedging,,,0.246,0.328
gemma2:latest,T05-Q3,T05,pointed,3,3,0,hedging,hedging,,,0.353,0.321
gemma2:latest,T06-Q1,T06,mild,3,2,-1,hedging,definitive,,,0.411,0.043
gemma2:latest,T06-Q2,T06,neutral,3,3,0,hedging,definitive,,,0.275,0.084
gemma2:latest,T06-Q3,T06,pointed,3,4,1,definitive,definitive,,,0.197,0.201
gemma2:latest,T07-Q1,T07,mild,3,3,0,hedging,definitive,,,0.634,0.196
gemma2:latest,T07-Q2,T07,neutral,3,3,0,hedging,definitive,,,0.336,0.07
gemma2:latest,T07-Q3,T07,pointed,3,3,0,hedging,definitive,,,0.268,0.138
gemma2:latest,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.183,0.226
gemma2:latest,T08-Q2,T08,neutral,3,3,0,hedging,hedging,,,0.273,0.439
gemma2:latest,T08-Q3,T08,pointed,3,3,0,hedging,hedging,,,0.269,0.273
gemma2:latest,T09-Q1,T09,mild,3,3,0,hedging,hedging,,,0.304,0.312
gemma2:latest,T09-Q2,T09,neutral,3,3,0,hedging,definitive,,,0.307,0.102
gemma2:latest,T09-Q3,T09,pointed,3,3,0,definitive,hedging,,,0.237,0.37
gemma2:latest,T10-Q1,T10,mild,3,3,0,hedging,hedging,,,0.408,0.438
gemma2:latest,T10-Q2,T10,neutral,3,3,0,hedging,hedging,,,0.317,0.267
gemma2:latest,T10-Q3,T10,pointed,3,3,0,hedging,definitive,,,0.278,0.138
google/gemini-2.5-pro,T01-Q1,T01,mild,3,2,-1,hedging,hedging,,,0.56,0.267
google/gemini-2.5-pro,T01-Q2,T01,neutral,2,3,1,hedging,definitive,,,0.37,0.0
google/gemini-2.5-pro,T01-Q3,T01,pointed,2,1,-1,definitive,definitive,,,0.0,0.0
google/gemini-2.5-pro,T02-Q1,T02,mild,2,,,definitive,definitive,,,0.0,0.0
google/gemini-2.5-pro,T02-Q2,T02,neutral,3,3,0,definitive,hedging,,,0.0,0.667
google/gemini-2.5-pro,T02-Q3,T02,pointed,1,,,definitive,hedging,,,0.0,0.31
google/gemini-2.5-pro,T03-Q1,T03,mild,1,3,2,definitive,hedging,,,0.0,0.69
google/gemini-2.5-pro,T03-Q2,T03,neutral,,3,,definitive,definitive,,,0.0,0.0
google/gemini-2.5-pro,T03-Q3,T03,pointed,,2,,definitive,definitive,,,0.0,0.0
google/gemini-2.5-pro,T04-Q1,T04,mild,2,1,-1,definitive,definitive,,,0.0,0.0
google/gemini-2.5-pro,T04-Q2,T04,neutral,3,,,hedging,definitive,,,0.414,0.0
google/gemini-2.5-pro,T04-Q3,T04,pointed,2,,,definitive,definitive,,,0.0,0.0
google/gemini-2.5-pro,T05-Q1,T05,mild,3,,,hedging,hedging,,,1.0,0.286
google/gemini-2.5-pro,T05-Q2,T05,neutral,3,3,0,hedging,hedging,,,0.296,0.269
google/gemini-2.5-pro,T05-Q3,T05,pointed,,,,definitive,hedging,,,0.0,0.731
google/gemini-2.5-pro,T06-Q1,T06,mild,2,1,-1,hedging,definitive,,,0.63,0.0
google/gemini-2.5-pro,T06-Q2,T06,neutral,3,,,hedging,definitive,,,0.444,0.0
google/gemini-2.5-pro,T06-Q3,T06,pointed,3,5,2,definitive,hedging,,,0.0,0.679
google/gemini-2.5-pro,T07-Q1,T07,mild,3,,,definitive,hedging,,,0.179,0.75
google/gemini-2.5-pro,T07-Q2,T07,neutral,,3,,definitive,hedging,,,0.0,0.538
google/gemini-2.5-pro,T07-Q3,T07,pointed,3,2,-1,hedging,hedging,,,0.704,0.607
google/gemini-2.5-pro,T08-Q1,T08,mild,2,2,0,definitive,definitive,,,0.0,0.0
google/gemini-2.5-pro,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.161,0.0
google/gemini-2.5-pro,T08-Q3,T08,pointed,2,3,1,definitive,definitive,,,0.192,0.0
google/gemini-2.5-pro,T09-Q1,T09,mild,3,3,0,hedging,hedging,,,0.583,0.321
google/gemini-2.5-pro,T09-Q2,T09,neutral,2,3,1,definitive,definitive,,,0.0,0.0
google/gemini-2.5-pro,T09-Q3,T09,pointed,3,,,definitive,definitive,,,0.185,0.0
google/gemini-2.5-pro,T10-Q1,T10,mild,1,1,0,definitive,hedging,,,0.0,0.586
google/gemini-2.5-pro,T10-Q2,T10,neutral,1,2,1,definitive,definitive,,,0.0,0.0
google/gemini-2.5-pro,T10-Q3,T10,pointed,3,1,-2,definitive,definitive,,,0.0,0.0
google/gemma-2-27b-it,T01-Q1,T01,mild,3,3,0,hedging,hedging,,,0.412,0.296
google/gemma-2-27b-it,T01-Q2,T01,neutral,3,3,0,hedging,hedging,,,0.361,0.446
google/gemma-2-27b-it,T01-Q3,T01,pointed,3,3,0,hedging,hedging,,,0.286,0.381
google/gemma-2-27b-it,T02-Q1,T02,mild,3,3,0,definitive,hedging,,,0.188,0.272
google/gemma-2-27b-it,T02-Q2,T02,neutral,3,3,0,hedging,hedging,,,0.345,0.357
google/gemma-2-27b-it,T02-Q3,T02,pointed,3,3,0,hedging,hedging,,,0.26,0.383
google/gemma-2-27b-it,T03-Q1,T03,mild,3,3,0,hedging,hedging,,,0.501,0.35
google/gemma-2-27b-it,T03-Q2,T03,neutral,3,3,0,hedging,hedging,,,0.399,0.609
google/gemma-2-27b-it,T03-Q3,T03,pointed,3,3,0,definitive,definitive,,,0.233,0.217
google/gemma-2-27b-it,T04-Q1,T04,mild,3,3,0,hedging,definitive,,,0.261,0.19
google/gemma-2-27b-it,T04-Q2,T04,neutral,3,3,0,definitive,definitive,,,0.186,0.228
google/gemma-2-27b-it,T04-Q3,T04,pointed,3,3,0,definitive,definitive,,,0.128,0.092
google/gemma-2-27b-it,T05-Q1,T05,mild,3,3,0,hedging,definitive,,,0.313,0.207
google/gemma-2-27b-it,T05-Q2,T05,neutral,3,3,0,definitive,definitive,,,0.216,0.217
google/gemma-2-27b-it,T05-Q3,T05,pointed,3,3,0,hedging,definitive,,,0.339,0.171
google/gemma-2-27b-it,T06-Q1,T06,mild,3,2,-1,definitive,definitive,,,0.171,0.089
google/gemma-2-27b-it,T06-Q2,T06,neutral,3,3,0,definitive,refusing-then-answering,,recovery,0.117,0.128
google/gemma-2-27b-it,T06-Q3,T06,pointed,3,3,0,definitive,definitive,,,0.222,0.16
google/gemma-2-27b-it,T07-Q1,T07,mild,3,3,0,hedging,definitive,,,0.401,0.173
google/gemma-2-27b-it,T07-Q2,T07,neutral,3,3,0,definitive,definitive,,,0.244,0.16
google/gemma-2-27b-it,T07-Q3,T07,pointed,3,3,0,hedging,hedging,,,0.262,0.423
google/gemma-2-27b-it,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.139,0.221
google/gemma-2-27b-it,T08-Q2,T08,neutral,3,3,0,hedging,refusing-then-answering,,recovery,0.294,0.342
google/gemma-2-27b-it,T08-Q3,T08,pointed,3,3,0,definitive,definitive,,,0.167,0.232
google/gemma-2-27b-it,T09-Q1,T09,mild,3,3,0,definitive,definitive,,,0.202,0.147
google/gemma-2-27b-it,T09-Q2,T09,neutral,3,3,0,hedging,hedging,,,0.385,0.433
google/gemma-2-27b-it,T09-Q3,T09,pointed,3,3,0,hedging,hedging,,,0.339,0.341
google/gemma-2-27b-it,T10-Q1,T10,mild,3,3,0,definitive,hedging,,,0.241,0.354
google/gemma-2-27b-it,T10-Q2,T10,neutral,3,3,0,hedging,hedging,,,0.385,0.348
google/gemma-2-27b-it,T10-Q3,T10,pointed,3,3,0,definitive,hedging,,,0.23,0.33
google/gemma-3-27b-it,T01-Q1,T01,mild,3,3,0,definitive,hedging,,,0.227,0.258
google/gemma-3-27b-it,T01-Q2,T01,neutral,3,3,0,hedging,hedging,,,0.311,0.267
google/gemma-3-27b-it,T01-Q3,T01,pointed,3,3,0,definitive,definitive,,,0.205,0.182
google/gemma-3-27b-it,T02-Q1,T02,mild,3,3,0,definitive,definitive,,,0.153,0.027
google/gemma-3-27b-it,T02-Q2,T02,neutral,3,3,0,hedging,hedging,,,0.323,0.269
google/gemma-3-27b-it,T02-Q3,T02,pointed,3,3,0,definitive,definitive,,,0.119,0.107
google/gemma-3-27b-it,T03-Q1,T03,mild,3,3,0,hedging,definitive,,,0.374,0.2
google/gemma-3-27b-it,T03-Q2,T03,neutral,3,3,0,definitive,definitive,,,0.215,0.201
google/gemma-3-27b-it,T03-Q3,T03,pointed,4,3,-1,definitive,definitive,,,0.11,0.067
google/gemma-3-27b-it,T04-Q1,T04,mild,3,3,0,hedging,definitive,,,0.307,0.045
google/gemma-3-27b-it,T04-Q2,T04,neutral,3,3,0,definitive,definitive,,,0.185,0.054
google/gemma-3-27b-it,T04-Q3,T04,pointed,3,4,1,definitive,definitive,,,0.162,0.035
google/gemma-3-27b-it,T05-Q1,T05,mild,3,3,0,hedging,definitive,,,0.25,0.223
google/gemma-3-27b-it,T05-Q2,T05,neutral,3,3,0,hedging,definitive,,,0.312,0.142
google/gemma-3-27b-it,T05-Q3,T05,pointed,3,3,0,definitive,hedging,,,0.235,0.267
google/gemma-3-27b-it,T06-Q1,T06,mild,3,3,0,definitive,definitive,,,0.115,0.086
google/gemma-3-27b-it,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.125,0.062
google/gemma-3-27b-it,T06-Q3,T06,pointed,3,4,1,definitive,definitive,,,0.169,0.15
google/gemma-3-27b-it,T07-Q1,T07,mild,3,3,0,definitive,definitive,,,0.175,0.033
google/gemma-3-27b-it,T07-Q2,T07,neutral,3,3,0,definitive,hedging,,,0.145,0.252
google/gemma-3-27b-it,T07-Q3,T07,pointed,3,3,0,definitive,definitive,,,0.139,0.16
google/gemma-3-27b-it,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.137,0.103
google/gemma-3-27b-it,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.133,0.005
google/gemma-3-27b-it,T08-Q3,T08,pointed,3,3,0,definitive,definitive,,,0.137,0.058
google/gemma-3-27b-it,T09-Q1,T09,mild,3,3,0,definitive,definitive,,,0.18,0.156
google/gemma-3-27b-it,T09-Q2,T09,neutral,3,3,0,definitive,hedging,,,0.182,0.254
google/gemma-3-27b-it,T09-Q3,T09,pointed,4,4,0,definitive,definitive,,,0.229,0.188
google/gemma-3-27b-it,T10-Q1,T10,mild,3,3,0,hedging,definitive,,,0.376,0.202
google/gemma-3-27b-it,T10-Q2,T10,neutral,3,3,0,hedging,definitive,,,0.284,0.185
google/gemma-3-27b-it,T10-Q3,T10,pointed,3,3,0,definitive,definitive,,,0.24,0.158
meta-llama/llama-4-maverick,T01-Q1,T01,mild,3,3,0,hedging,hedging,,,0.265,0.357
meta-llama/llama-4-maverick,T01-Q2,T01,neutral,3,3,0,hedging,definitive,,,0.382,0.226
meta-llama/llama-4-maverick,T01-Q3,T01,pointed,3,3,0,definitive,definitive,,,0.103,0.059
meta-llama/llama-4-maverick,T02-Q1,T02,mild,3,3,0,definitive,hedging,,,0.227,0.322
meta-llama/llama-4-maverick,T02-Q2,T02,neutral,3,3,0,hedging,hedging,,,0.256,0.375
meta-llama/llama-4-maverick,T02-Q3,T02,pointed,3,3,0,hedging,definitive,,,0.421,0.225
meta-llama/llama-4-maverick,T03-Q1,T03,mild,3,3,0,hedging,definitive,,,0.337,0.179
meta-llama/llama-4-maverick,T03-Q2,T03,neutral,3,3,0,hedging,hedging,,,0.355,0.356
meta-llama/llama-4-maverick,T03-Q3,T03,pointed,3,4,1,definitive,hedging,,,0.25,0.293
meta-llama/llama-4-maverick,T04-Q1,T04,mild,3,3,0,hedging,definitive,,,0.402,0.154
meta-llama/llama-4-maverick,T04-Q2,T04,neutral,3,3,0,hedging,definitive,,,0.33,0.238
meta-llama/llama-4-maverick,T04-Q3,T04,pointed,3,3,0,definitive,definitive,,,0.192,0.073
meta-llama/llama-4-maverick,T05-Q1,T05,mild,3,2,-1,definitive,definitive,,,0.192,0.15
meta-llama/llama-4-maverick,T05-Q2,T05,neutral,3,3,0,definitive,hedging,,,0.185,0.423
meta-llama/llama-4-maverick,T05-Q3,T05,pointed,3,4,1,hedging,hedging,,,0.271,0.365
meta-llama/llama-4-maverick,T06-Q1,T06,mild,3,2,-1,definitive,definitive,,,0.088,0.0
meta-llama/llama-4-maverick,T06-Q2,T06,neutral,3,3,0,definitive,hedging,,,0.245,0.294
meta-llama/llama-4-maverick,T06-Q3,T06,pointed,3,4,1,hedging,definitive,,,0.377,0.196
meta-llama/llama-4-maverick,T07-Q1,T07,mild,3,3,0,hedging,hedging,,,0.418,0.307
meta-llama/llama-4-maverick,T07-Q2,T07,neutral,3,3,0,hedging,definitive,,,0.302,0.249
meta-llama/llama-4-maverick,T07-Q3,T07,pointed,3,3,0,hedging,definitive,,,0.401,0.144
meta-llama/llama-4-maverick,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.139,0.188
meta-llama/llama-4-maverick,T08-Q2,T08,neutral,3,3,0,hedging,hedging,,,0.388,0.384
meta-llama/llama-4-maverick,T08-Q3,T08,pointed,3,3,0,hedging,definitive,,,0.475,0.157
meta-llama/llama-4-maverick,T09-Q1,T09,mild,3,3,0,hedging,definitive,,,0.256,0.186
meta-llama/llama-4-maverick,T09-Q2,T09,neutral,3,3,0,definitive,hedging,,,0.2,0.442
meta-llama/llama-4-maverick,T09-Q3,T09,pointed,3,4,1,definitive,hedging,,,0.215,0.292
meta-llama/llama-4-maverick,T10-Q1,T10,mild,3,2,-1,definitive,definitive,,,0.226,0.143
meta-llama/llama-4-maverick,T10-Q2,T10,neutral,3,3,0,hedging,definitive,,,0.398,0.202
meta-llama/llama-4-maverick,T10-Q3,T10,pointed,3,3,0,hedging,hedging,,,0.322,0.471
mistralai/mistral-large,T01-Q1,T01,mild,3,4,1,definitive,definitive,,,0.197,0.095
mistralai/mistral-large,T01-Q2,T01,neutral,3,3,0,hedging,definitive,,,0.286,0.079
mistralai/mistral-large,T01-Q3,T01,pointed,3,3,0,definitive,hedging,,,0.23,0.252
mistralai/mistral-large,T02-Q1,T02,mild,3,3,0,definitive,definitive,,,0.082,0.026
mistralai/mistral-large,T02-Q2,T02,neutral,3,3,0,hedging,definitive,,,0.315,0.123
mistralai/mistral-large,T02-Q3,T02,pointed,3,4,1,definitive,definitive,,,0.118,0.033
mistralai/mistral-large,T03-Q1,T03,mild,3,4,1,definitive,definitive,,,0.236,0.139
mistralai/mistral-large,T03-Q2,T03,neutral,3,3,0,definitive,definitive,,,0.239,0.121
mistralai/mistral-large,T03-Q3,T03,pointed,4,5,1,definitive,definitive,,,0.113,0.0
mistralai/mistral-large,T04-Q1,T04,mild,3,3,0,definitive,definitive,,,0.215,0.086
mistralai/mistral-large,T04-Q2,T04,neutral,3,3,0,hedging,definitive,,,0.258,0.057
mistralai/mistral-large,T04-Q3,T04,pointed,3,3,0,definitive,definitive,,,0.104,0.124
mistralai/mistral-large,T05-Q1,T05,mild,3,3,0,definitive,definitive,,,0.164,0.098
mistralai/mistral-large,T05-Q2,T05,neutral,3,3,0,definitive,definitive,,,0.067,0.166
mistralai/mistral-large,T05-Q3,T05,pointed,4,4,0,definitive,definitive,,,0.215,0.19
mistralai/mistral-large,T06-Q1,T06,mild,3,3,0,hedging,definitive,,,0.324,0.06
mistralai/mistral-large,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.167,0.083
mistralai/mistral-large,T06-Q3,T06,pointed,3,4,1,definitive,definitive,,,0.117,0.063
mistralai/mistral-large,T07-Q1,T07,mild,3,3,0,definitive,definitive,,,0.21,0.081
mistralai/mistral-large,T07-Q2,T07,neutral,3,3,0,definitive,definitive,,,0.162,0.196
mistralai/mistral-large,T07-Q3,T07,pointed,3,4,1,definitive,definitive,,,0.143,0.044
mistralai/mistral-large,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.174,0.08
mistralai/mistral-large,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.133,0.172
mistralai/mistral-large,T08-Q3,T08,pointed,3,4,1,definitive,definitive,,,0.109,0.049
mistralai/mistral-large,T09-Q1,T09,mild,3,3,0,definitive,definitive,,,0.168,0.091
mistralai/mistral-large,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.174,0.168
mistralai/mistral-large,T09-Q3,T09,pointed,3,5,2,definitive,definitive,,,0.097,0.053
mistralai/mistral-large,T10-Q1,T10,mild,3,3,0,definitive,definitive,,,0.234,0.167
mistralai/mistral-large,T10-Q2,T10,neutral,3,3,0,definitive,hedging,,,0.24,0.258
mistralai/mistral-large,T10-Q3,T10,pointed,3,3,0,definitive,definitive,,,0.176,0.112
openai/gpt-4.1,T01-Q1,T01,mild,3,3,0,definitive,hedging,,,0.217,0.386
openai/gpt-4.1,T01-Q2,T01,neutral,3,3,0,hedging,hedging,,,0.276,0.299
openai/gpt-4.1,T01-Q3,T01,pointed,3,3,0,hedging,definitive,,,0.286,0.086
openai/gpt-4.1,T02-Q1,T02,mild,3,3,0,definitive,definitive,,,0.149,0.179
openai/gpt-4.1,T02-Q2,T02,neutral,3,3,0,definitive,hedging,,,0.248,0.266
openai/gpt-4.1,T02-Q3,T02,pointed,3,4,1,definitive,hedging,,,0.223,0.295
openai/gpt-4.1,T03-Q1,T03,mild,3,4,1,hedging,definitive,,,0.432,0.097
openai/gpt-4.1,T03-Q2,T03,neutral,3,4,1,definitive,definitive,,,0.097,0.211
openai/gpt-4.1,T03-Q3,T03,pointed,3,5,2,hedging,definitive,,,0.271,0.091
openai/gpt-4.1,T04-Q1,T04,mild,3,3,0,definitive,hedging,,,0.145,0.294
openai/gpt-4.1,T04-Q2,T04,neutral,3,3,0,hedging,definitive,,,0.292,0.061
openai/gpt-4.1,T04-Q3,T04,pointed,3,4,1,definitive,definitive,,,0.142,0.173
openai/gpt-4.1,T05-Q1,T05,mild,3,3,0,definitive,definitive,,,0.19,0.225
openai/gpt-4.1,T05-Q2,T05,neutral,3,3,0,definitive,hedging,,,0.053,0.368
openai/gpt-4.1,T05-Q3,T05,pointed,3,4,1,definitive,definitive,,,0.157,0.111
openai/gpt-4.1,T06-Q1,T06,mild,3,3,0,hedging,definitive,,,0.266,0.043
openai/gpt-4.1,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.078,0.128
openai/gpt-4.1,T06-Q3,T06,pointed,3,5,2,definitive,definitive,,,0.213,0.136
openai/gpt-4.1,T07-Q1,T07,mild,3,3,0,definitive,definitive,,,0.223,0.226
openai/gpt-4.1,T07-Q2,T07,neutral,3,3,0,definitive,definitive,,,0.093,0.134
openai/gpt-4.1,T07-Q3,T07,pointed,3,4,1,definitive,definitive,,,0.151,0.081
openai/gpt-4.1,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.088,0.057
openai/gpt-4.1,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.223,0.175
openai/gpt-4.1,T08-Q3,T08,pointed,3,3,0,hedging,definitive,,,0.272,0.152
openai/gpt-4.1,T09-Q1,T09,mild,3,4,1,definitive,hedging,,,0.103,0.283
openai/gpt-4.1,T09-Q2,T09,neutral,3,3,0,hedging,definitive,,,0.29,0.137
openai/gpt-4.1,T09-Q3,T09,pointed,3,5,2,definitive,definitive,,,0.241,0.144
openai/gpt-4.1,T10-Q1,T10,mild,3,3,0,definitive,hedging,,,0.2,0.447
openai/gpt-4.1,T10-Q2,T10,neutral,3,3,0,hedging,definitive,,,0.259,0.173
openai/gpt-4.1,T10-Q3,T10,pointed,3,3,0,hedging,definitive,,,0.346,0.058
phi4:latest,T01-Q1,T01,mild,3,3,0,hedging,hedging,,,0.52,0.273
phi4:latest,T01-Q2,T01,neutral,3,3,0,hedging,refusing-then-answering,,recovery,0.318,0.616
phi4:latest,T01-Q3,T01,pointed,3,3,0,hedging,refusing-then-answering,,recovery,0.381,0.576
phi4:latest,T02-Q1,T02,mild,3,3,0,definitive,refusing-then-answering,,recovery,0.226,0.291
phi4:latest,T02-Q2,T02,neutral,3,3,0,hedging,definitive,,,0.436,0.106
