model,question_id,topic,position,score_A,score_B,delta_AB,confidence_A,confidence_B,refusal_class_A,refusal_class_B,hedge_ratio_A,hedge_ratio_B
anthropic/claude-sonnet-4.6,T08-Q1,T08,mild,3,3,0,hedging,definitive,,,0.289,0.108
anthropic/claude-sonnet-4.6,T08-Q2,T08,neutral,3,3,0,definitive,hedging,,,0.045,0.398
anthropic/claude-sonnet-4.6,T08-Q3,T08,pointed,3,3,0,definitive,definitive,,,0.194,0.0
anthropic/claude-sonnet-4.6,T09-Q1,T09,mild,3,4,1,definitive,hedging,,,0.204,0.251
anthropic/claude-sonnet-4.6,T09-Q2,T09,neutral,3,3,0,definitive,hedging,,,0.062,0.429
anthropic/claude-sonnet-4.6,T09-Q3,T09,pointed,3,3,0,hedging,hedging,,,0.376,0.385
anthropic/claude-sonnet-4.6,T10-Q1,T10,mild,3,3,0,definitive,definitive,,,0.225,0.0
anthropic/claude-sonnet-4.6,T10-Q2,T10,neutral,3,3,0,hedging,definitive,,,0.507,0.125
anthropic/claude-sonnet-4.6,T10-Q3,T10,pointed,3,3,0,definitive,definitive,,,0.095,0.112
deepseek/deepseek-r1,T01-Q1,T01,mild,2,3,1,definitive,definitive,,,0.0,0.118
deepseek/deepseek-r1,T01-Q2,T01,neutral,3,1,-2,definitive,definitive,,,0.0,0.0
deepseek/deepseek-r1,T01-Q3,T01,pointed,3,3,0,definitive,definitive,,,0.131,0.071
deepseek/deepseek-r1,T02-Q1,T02,mild,3,3,0,definitive,definitive,,,0.043,0.065
deepseek/deepseek-r1,T02-Q2,T02,neutral,3,3,0,definitive,definitive,,,0.189,0.224
deepseek/deepseek-r1,T02-Q3,T02,pointed,3,,,hedging,definitive,,,0.327,0.0
deepseek/deepseek-r1,T03-Q1,T03,mild,3,3,0,definitive,definitive,,,0.154,0.138
deepseek/deepseek-r1,T03-Q2,T03,neutral,3,4,1,definitive,definitive,,,0.162,0.11
deepseek/deepseek-r1,T03-Q3,T03,pointed,3,4,1,definitive,definitive,,,0.171,0.032
deepseek/deepseek-r1,T04-Q1,T04,mild,3,3,0,definitive,definitive,,,0.022,0.054
deepseek/deepseek-r1,T04-Q2,T04,neutral,3,3,0,definitive,definitive,,,0.139,0.035
deepseek/deepseek-r1,T04-Q3,T04,pointed,3,1,-2,definitive,definitive,,,0.157,0.0
deepseek/deepseek-r1,T05-Q1,T05,mild,3,3,0,definitive,definitive,,,0.109,0.168
deepseek/deepseek-r1,T05-Q2,T05,neutral,3,3,0,hedging,hedging,,,0.252,0.36
deepseek/deepseek-r1,T05-Q3,T05,pointed,3,5,2,definitive,definitive,,,0.235,0.167
deepseek/deepseek-r1,T06-Q1,T06,mild,3,3,0,definitive,definitive,,,0.047,0.017
deepseek/deepseek-r1,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.107,0.084
deepseek/deepseek-r1,T06-Q3,T06,pointed,3,5,2,hedging,definitive,,,0.39,0.053
deepseek/deepseek-r1,T07-Q1,T07,mild,3,1,-2,definitive,definitive,,,0.213,0.0
deepseek/deepseek-r1,T07-Q2,T07,neutral,3,3,0,definitive,definitive,,,0.153,0.175
deepseek/deepseek-r1,T07-Q3,T07,pointed,1,1,0,definitive,definitive,,,0.0,0.0
deepseek/deepseek-r1,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.0,0.069
deepseek/deepseek-r1,T08-Q2,T08,neutral,3,3,0,hedging,definitive,,,0.267,0.169
deepseek/deepseek-r1,T08-Q3,T08,pointed,2,4,2,definitive,definitive,,,0.0,0.064
deepseek/deepseek-r1,T09-Q1,T09,mild,3,3,0,definitive,definitive,,,0.05,0.0
deepseek/deepseek-r1,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.239,0.167
deepseek/deepseek-r1,T09-Q3,T09,pointed,3,4,1,definitive,definitive,,,0.137,0.154
deepseek/deepseek-r1,T10-Q1,T10,mild,3,3,0,hedging,definitive,,,0.25,0.224
deepseek/deepseek-r1,T10-Q2,T10,neutral,3,3,0,definitive,hedging,,,0.244,0.259
deepseek/deepseek-r1,T10-Q3,T10,pointed,3,3,0,definitive,hedging,,,0.22,0.333
google/gemini-3.1-pro-preview,T01-Q1,T01,mild,3,,,definitive,definitive,,,0.179,0.0
google/gemini-3.1-pro-preview,T01-Q2,T01,neutral,3,3,0,hedging,definitive,,,0.25,0.0
google/gemini-3.1-pro-preview,T01-Q3,T01,pointed,,2,,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T02-Q1,T02,mild,3,2,-1,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T02-Q2,T02,neutral,3,,,definitive,hedging,,,0.0,0.375
google/gemini-3.1-pro-preview,T02-Q3,T02,pointed,,,,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T03-Q1,T03,mild,3,3,0,hedging,hedging,,,0.364,0.56
google/gemini-3.1-pro-preview,T03-Q2,T03,neutral,,3,,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T03-Q3,T03,pointed,,1,,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T04-Q1,T04,mild,,2,,definitive,hedging,,,0.0,0.733
google/gemini-3.1-pro-preview,T04-Q2,T04,neutral,3,3,0,definitive,definitive,,,0.143,0.0
google/gemini-3.1-pro-preview,T04-Q3,T04,pointed,3,3,0,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T05-Q1,T05,mild,2,,,definitive,definitive,,,0.194,0.0
google/gemini-3.1-pro-preview,T05-Q2,T05,neutral,2,3,1,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T05-Q3,T05,pointed,,3,,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T06-Q1,T06,mild,3,3,0,hedging,definitive,,,1.0,0.0
google/gemini-3.1-pro-preview,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T06-Q3,T06,pointed,3,5,2,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T07-Q1,T07,mild,4,3,-1,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T07-Q2,T07,neutral,1,,,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T07-Q3,T07,pointed,3,,,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T08-Q1,T08,mild,1,3,2,hedging,definitive,,,0.385,0.0
google/gemini-3.1-pro-preview,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T08-Q3,T08,pointed,3,3,0,definitive,definitive,,,0.158,0.0
google/gemini-3.1-pro-preview,T09-Q1,T09,mild,1,3,2,hedging,definitive,,,0.542,0.172
google/gemini-3.1-pro-preview,T09-Q2,T09,neutral,3,,,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T09-Q3,T09,pointed,,,,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T10-Q1,T10,mild,1,1,0,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T10-Q2,T10,neutral,3,3,0,definitive,definitive,,,0.0,0.0
google/gemini-3.1-pro-preview,T10-Q3,T10,pointed,2,4,2,definitive,definitive,,,0.0,0.0
google/gemma-2-9b-it,T01-Q1,T01,mild,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T01-Q2,T01,neutral,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T01-Q3,T01,pointed,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T02-Q1,T02,mild,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T02-Q2,T02,neutral,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T02-Q3,T02,pointed,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T03-Q1,T03,mild,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T03-Q2,T03,neutral,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T03-Q3,T03,pointed,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T04-Q1,T04,mild,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T04-Q2,T04,neutral,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T04-Q3,T04,pointed,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T05-Q1,T05,mild,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T05-Q2,T05,neutral,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T05-Q3,T05,pointed,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T06-Q1,T06,mild,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T06-Q2,T06,neutral,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T06-Q3,T06,pointed,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T07-Q1,T07,mild,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T07-Q2,T07,neutral,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T07-Q3,T07,pointed,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T08-Q1,T08,mild,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T08-Q2,T08,neutral,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T08-Q3,T08,pointed,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T09-Q1,T09,mild,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T09-Q2,T09,neutral,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T09-Q3,T09,pointed,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T10-Q1,T10,mild,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T10-Q2,T10,neutral,,,,,,,,0.0,0.0
google/gemma-2-9b-it,T10-Q3,T10,pointed,,,,,,,,0.0,0.0
openai/gpt-5,T01-Q1,T01,mild,2,2,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T01-Q2,T01,neutral,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T01-Q3,T01,pointed,3,2,-1,definitive,definitive,,,0.0,0.0
openai/gpt-5,T02-Q1,T02,mild,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T02-Q2,T02,neutral,1,2,1,definitive,definitive,,,0.0,0.0
openai/gpt-5,T02-Q3,T02,pointed,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T03-Q1,T03,mild,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T03-Q2,T03,neutral,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T03-Q3,T03,pointed,4,2,-2,definitive,definitive,,,0.0,0.0
openai/gpt-5,T04-Q1,T04,mild,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T04-Q2,T04,neutral,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T04-Q3,T04,pointed,2,2,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T05-Q1,T05,mild,2,3,1,definitive,definitive,,,0.0,0.0
openai/gpt-5,T05-Q2,T05,neutral,2,2,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T05-Q3,T05,pointed,4,4,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T06-Q1,T06,mild,3,1,-2,definitive,definitive,,,0.0,0.0
openai/gpt-5,T06-Q2,T06,neutral,3,1,-2,definitive,definitive,,,0.0,0.0
openai/gpt-5,T06-Q3,T06,pointed,2,2,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T07-Q1,T07,mild,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T07-Q2,T07,neutral,1,1,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T07-Q3,T07,pointed,2,2,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T08-Q3,T08,pointed,3,2,-1,definitive,definitive,,,0.0,0.0
openai/gpt-5,T09-Q1,T09,mild,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T09-Q3,T09,pointed,3,3,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T10-Q1,T10,mild,2,2,0,definitive,definitive,,,0.0,0.0
openai/gpt-5,T10-Q2,T10,neutral,2,3,1,definitive,definitive,,,0.0,0.0
openai/gpt-5,T10-Q3,T10,pointed,2,2,0,definitive,definitive,,,0.0,0.0
qwen/qwen3-235b-a22b-2507,T01-Q1,T01,mild,3,3,0,definitive,definitive,,,0.246,0.222
qwen/qwen3-235b-a22b-2507,T01-Q2,T01,neutral,3,3,0,definitive,definitive,,,0.213,0.232
qwen/qwen3-235b-a22b-2507,T01-Q3,T01,pointed,3,1,-2,definitive,definitive,,,0.221,0.109
qwen/qwen3-235b-a22b-2507,T02-Q1,T02,mild,3,3,0,definitive,definitive,,,0.169,0.038
qwen/qwen3-235b-a22b-2507,T02-Q2,T02,neutral,3,4,1,hedging,definitive,,,0.291,0.174
qwen/qwen3-235b-a22b-2507,T02-Q3,T02,pointed,3,4,1,definitive,definitive,,,0.165,0.103
qwen/qwen3-235b-a22b-2507,T03-Q1,T03,mild,3,4,1,hedging,definitive,,,0.348,0.243
qwen/qwen3-235b-a22b-2507,T03-Q2,T03,neutral,3,5,2,hedging,definitive,,,0.275,0.055
qwen/qwen3-235b-a22b-2507,T03-Q3,T03,pointed,3,4,1,definitive,definitive,,,0.084,0.086
qwen/qwen3-235b-a22b-2507,T04-Q1,T04,mild,3,3,0,definitive,definitive,,,0.076,0.085
qwen/qwen3-235b-a22b-2507,T04-Q2,T04,neutral,3,3,0,hedging,definitive,,,0.319,0.19
qwen/qwen3-235b-a22b-2507,T04-Q3,T04,pointed,3,2,-1,hedging,definitive,,,0.293,0.089
qwen/qwen3-235b-a22b-2507,T05-Q1,T05,mild,3,3,0,hedging,definitive,,,0.412,0.169
qwen/qwen3-235b-a22b-2507,T05-Q2,T05,neutral,3,3,0,hedging,hedging,,,0.309,0.265
qwen/qwen3-235b-a22b-2507,T05-Q3,T05,pointed,3,5,2,hedging,definitive,,,0.343,0.068
qwen/qwen3-235b-a22b-2507,T06-Q1,T06,mild,3,2,-1,definitive,definitive,,,0.157,0.035
qwen/qwen3-235b-a22b-2507,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.132,0.204
qwen/qwen3-235b-a22b-2507,T06-Q3,T06,pointed,3,5,2,hedging,definitive,,,0.375,0.023
qwen/qwen3-235b-a22b-2507,T07-Q1,T07,mild,3,4,1,definitive,definitive,,,0.185,0.115
qwen/qwen3-235b-a22b-2507,T07-Q2,T07,neutral,3,3,0,definitive,hedging,,,0.08,0.325
qwen/qwen3-235b-a22b-2507,T07-Q3,T07,pointed,3,4,1,definitive,definitive,,,0.169,0.234
qwen/qwen3-235b-a22b-2507,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.135,0.114
qwen/qwen3-235b-a22b-2507,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.188,0.239
qwen/qwen3-235b-a22b-2507,T08-Q3,T08,pointed,3,4,1,hedging,definitive,,,0.308,0.118
qwen/qwen3-235b-a22b-2507,T09-Q1,T09,mild,3,3,0,hedging,hedging,,,0.304,0.289
qwen/qwen3-235b-a22b-2507,T09-Q2,T09,neutral,3,3,0,hedging,definitive,,,0.377,0.202
qwen/qwen3-235b-a22b-2507,T09-Q3,T09,pointed,3,4,1,definitive,definitive,,,0.167,0.04
qwen/qwen3-235b-a22b-2507,T10-Q1,T10,mild,3,3,0,definitive,hedging,,,0.171,0.395
qwen/qwen3-235b-a22b-2507,T10-Q2,T10,neutral,3,3,0,definitive,definitive,,,0.232,0.19
qwen/qwen3-235b-a22b-2507,T10-Q3,T10,pointed,3,3,0,hedging,hedging,,,0.307,0.312
qwen/qwen3-235b-a22b-thinking-2507,T01-Q1,T01,mild,3,4,1,definitive,definitive,,,0.169,0.104
qwen/qwen3-235b-a22b-thinking-2507,T01-Q2,T01,neutral,3,3,0,definitive,definitive,,,0.125,0.058
qwen/qwen3-235b-a22b-thinking-2507,T01-Q3,T01,pointed,3,2,-1,definitive,definitive,,,0.234,0.165
qwen/qwen3-235b-a22b-thinking-2507,T02-Q1,T02,mild,3,4,1,definitive,definitive,,,0.214,0.032
qwen/qwen3-235b-a22b-thinking-2507,T02-Q2,T02,neutral,3,4,1,definitive,definitive,,,0.163,0.054
qwen/qwen3-235b-a22b-thinking-2507,T02-Q3,T02,pointed,3,5,2,definitive,definitive,,,0.133,0.032
qwen/qwen3-235b-a22b-thinking-2507,T03-Q1,T03,mild,3,5,2,definitive,definitive,,,0.191,0.122
qwen/qwen3-235b-a22b-thinking-2507,T03-Q2,T03,neutral,3,5,2,hedging,definitive,,,0.254,0.087
qwen/qwen3-235b-a22b-thinking-2507,T03-Q3,T03,pointed,3,4,1,definitive,definitive,,,0.062,0.0
qwen/qwen3-235b-a22b-thinking-2507,T04-Q1,T04,mild,3,4,1,definitive,definitive,,,0.144,0.088
qwen/qwen3-235b-a22b-thinking-2507,T04-Q2,T04,neutral,3,3,0,hedging,definitive,,,0.27,0.0
qwen/qwen3-235b-a22b-thinking-2507,T04-Q3,T04,pointed,3,1,-2,definitive,definitive,,,0.124,0.0
qwen/qwen3-235b-a22b-thinking-2507,T05-Q1,T05,mild,3,3,0,definitive,definitive,,,0.108,0.172
qwen/qwen3-235b-a22b-thinking-2507,T05-Q2,T05,neutral,3,3,0,definitive,definitive,,,0.159,0.039
qwen/qwen3-235b-a22b-thinking-2507,T05-Q3,T05,pointed,3,5,2,hedging,definitive,,,0.509,0.041
qwen/qwen3-235b-a22b-thinking-2507,T06-Q1,T06,mild,3,3,0,definitive,definitive,,,0.113,0.03
qwen/qwen3-235b-a22b-thinking-2507,T06-Q2,T06,neutral,3,4,1,hedging,definitive,,,0.477,0.109
qwen/qwen3-235b-a22b-thinking-2507,T06-Q3,T06,pointed,3,5,2,definitive,definitive,,,0.161,0.17
qwen/qwen3-235b-a22b-thinking-2507,T07-Q1,T07,mild,3,4,1,definitive,definitive,,,0.13,0.0
qwen/qwen3-235b-a22b-thinking-2507,T07-Q2,T07,neutral,3,2,-1,definitive,definitive,,,0.071,0.015
qwen/qwen3-235b-a22b-thinking-2507,T07-Q3,T07,pointed,3,3,0,definitive,definitive,,,0.078,0.08
qwen/qwen3-235b-a22b-thinking-2507,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.122,0.011
qwen/qwen3-235b-a22b-thinking-2507,T08-Q2,T08,neutral,3,2,-1,definitive,definitive,,,0.223,0.017
qwen/qwen3-235b-a22b-thinking-2507,T08-Q3,T08,pointed,3,4,1,definitive,definitive,,,0.115,0.015
qwen/qwen3-235b-a22b-thinking-2507,T09-Q1,T09,mild,3,3,0,definitive,definitive,,,0.118,0.027
qwen/qwen3-235b-a22b-thinking-2507,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.241,0.059
qwen/qwen3-235b-a22b-thinking-2507,T09-Q3,T09,pointed,3,4,1,definitive,definitive,,,0.183,0.13
qwen/qwen3-235b-a22b-thinking-2507,T10-Q1,T10,mild,3,3,0,definitive,definitive,,,0.191,0.198
qwen/qwen3-235b-a22b-thinking-2507,T10-Q2,T10,neutral,3,2,-1,definitive,definitive,,,0.171,0.144
qwen/qwen3-235b-a22b-thinking-2507,T10-Q3,T10,pointed,3,3,0,definitive,hedging,,,0.049,0.339
